user_id,total_play_seconds,artist_name,genre_name,track_name
1EADB768,29.0,13th Door,Electronica,Racketeer
5D09B8EA,156.296,Bill Converse,Electronic,Consulted Acid
9933B009,193.28,Anne-Caroline Alba,Pop,Cool Girl
9A8A971E,165.0,Si Cranstoun,Vocal,Tick Tock
4F4DBA19,47.0,Mickey Lansky,Hip Hop,C'est écrit
49BA33ED,4.188,Avion Roe,Rock,Come Find Me
F219719D,119.61399999999999,Ylvis,Soundtrack,Goodnight Little Prince
25B89DB0,62.043,Monéa,Pop,Gypsy
50E6217A,234.0,The Uglysuit,Rock: Psychedelic,On We Go
F4E39CE7,211.38285699999997,The New Birth,R&B,Comin' from All Ends
5B9D6DD7,0.1,Topsound Playbacks,Miscellaneous - Karaoke,Don't Be So Shy
7172D935,52.0,Germ,Rock - Hard Rock / Heavy Metal - Gothic,Beneath the Cliffs
5939F37,10.118,Lucas S.,Pop,Mirrors
1BFAF797,212.50612200000003,Sarah Menescal,Conjazz,What's up?
7E46D07,1.0,Roger Martinez,Dance,My World
6DA82C9,0.1,Lori B.,Electronic,Your Dream - Gambafreaks vs. Andrea T. Mendoza Mix
972F98C9,2.0,Chuck Jackson,Pop,I Don't Want to Cry
F70029DD,1.0,Kaylan Mackinnon,Pop: Pop,In the Dark
B5BCFD5E,365.740408,electrixx,Dance,Tetris
60984332,20.351,Abu Dhabi,Hip-Hop/Rap,Corleone
EB367AD5,2.5980000000000003,Cementerios,Rock: Space Rock,Zira
E6BDA1AB,0.0,A.M. Samurai,Electronic: Alternative Dance,Forgotten Base
A89F2742,180.0,Maya Berovic,Pop,Broj
887A8DA1,5.126,The Drum Community,Pop,You Spin Me Round
D6793E97,202.60570800000002,Andy Wanted,Rock,Hall of Fame
B881E36A,0.0,Darko Domijan,Pop,Zingarella
BE0C6ACE,120.0,Jack Leadhill,Electronic: Ambient,Underground
293BDCA0,40.196999999999996,l'Orchidee d'Hawai,Rock: Modern Rock,Goroki Na Ka Gnocchi
E2B9D971,318.252,Lin Fu Chan,Holiday,Free Hands
87649159,150.700408,The Proclaimers,Pop,The Doodle Song
ACEF525B,35.531,Mitch Ryder,Rock - Classic,Nice'n Easy
C83C23AC,1.528,Tully,Rock,Lord Baba
D8DCDB00,27.0,Kian,Alternative,Waiting
C6749DD7,51.94854118977023,Eden,Alternative,stutter
7AFEC762,285.05,Weary Eyes,Rock/Alternative,Dreamer's Disease
EA218F0,2.641400058679707,Audiosoulz,Pop,Dancefloor
A1A839C4,197.982,Jota P,Hip-Hop/Rap,Regalos Caros
40CE00CD,300.721,Signum Regis,Rock/Alternative,Living Well
6C1DB51,187.0,Animysh,Hip-Hop/Rap,Tool
945F3BEB,7.159,Viva La Villains,Rock: Rock & Roll,What If
DCE04149,172.528,True Widow,Stonerrock,NUMB HAND
AF63C926,226.06900000000002,Shamanic Dub,Reggae,Machu Picchu
9B86DFAD,0.0,da Paper boi,Hip-Hop/Rap,Drippin
94D5CC7B,233.174,Mox,Pop,Mara
DCBE5885,3.535,Dylan Wang,Chinese Pop/Rock,For You
AAD4754F,186.641,Homeshake,Indie,Doo Dah
6D512978,1.5490000000000002,PeeWee,Latin / Urban,Tú Lo Sabes
99D9C3F5,0.0,Pandillero,Rock,Lady Diana
B7F12761,240.555,Orquesta Gipsy,Latin Music,Arranca
3D9B1FA5,10.364,Self Distruction,Hip-Hop/Rap,Gta
749F04C5,0.0,Francesco Guccini,Pop,Cristoforo Colombo
408A2BBC,145.0,Ohl,Alternative - Punk,Deutschland
63CA522C,5.678999999999999,Marah in the Mainsail,Rock/Alternative,Ember
57709FE,84.0,Justin Park,R&B,Honesty (Pink Sweat$ Cover)
850F379D,453.799167,Phreek Plus One,Dance & Electronic (Dance/Techno/Disco),Passion feat. Mr. White
D55780A5,4.131,BUSTACRIME,Hip-Hop/Rap,Matter of Time
8FBC208E,7.0,Cymbalik,Hip Hop/Rap,Round My Neck
1F2DF054,202.0,Six60,Pop,Special
887E6AF2,187.43,Atomic Kitten,Pop,Feels So Good
1CD36175,198.84408200000001,Don Gilmore,Rock,Hide in the Open
43ED22C,78.82364100000001,Bite Me,Electronic,Get Bit
6A4B541E,48.222041,Children's Classics,Children,Lightly Row
F74B7D2,272.404,Terry Brock,Rock,Jessie's Gone
63E4DFF7,249.451,David Thrush,Pop,El Shaddai
346D1FAB,231.0,Best of 90s Hits,Pop,Runnin'
5D2927EC,4.0,SPY,Electronic,Trouble
BEDE1E43,1.784,Adolescents,Punk,Black Sheep
ACE2FC54,42.0,The Nem Project,Blues: Blues-Rock,100 Miles Away
1AB54158,1.6580000000000001,Ron Goodwin & His Concert Orchestra,Pop,Old Beirut (Hala La Laya)
8B445579,3.0469999999999997,Tracey Hewat,Pop,Firelands
6C5783E7,255.69799999999998,Brabo Gator,Hip-Hop/Rap,V.I.P. Wasted [feat. Jelly Roll]
611C00D1,13.469000000000001,Sexy Music,Instrumental,Juegos De Amor
FB81790C,1.0,Clav,Electronic,Wild Things
738BE896,2.2194539243697315,Absent Sunday,Rock/Alternative,No Matter
83D6F7E3,0.0,Sánchez,Reggae,One In A Million missing you I'll never love again Hello (I love you) Better get ready (Do the rock steady) Medley with unknown D.J. Fall in love again
834BA008,0.996,Hayley Goldstein,Electronic: Trip Hop,"Learn To (From ""Escape Room"")"
E2D51F58,9.925225,Shocase,Hip-Hop/Rap: Party Rap,Nikes Adidas Newera Snapbacks
9DC60AB3,334.184458,AAMOS,Trance,Gaborone
54B91C82,201.688,Rap Instrumental Beats,Instrumental,In Our Town
9EF9CAC0,24.691,Acid Klowns From Outer Space,Dance - House,She's a Maniac
DC04ECB,1.1925620000000001,Alex Paul,World Music,Middle Ages
939CB0B2,0.1,Nicki Minaj,Rap,I Am Your Leader
CF23E703,156.04243300000002,The Wishing Stars,Miscellaneous - Soundtrack - Children,How Far I'll Go (Alessia Cara Version)
93635381,159.0,Billy Red Love,Blues,Harts Bread Boogie
9E6A1E63,16.190081,Kantiko,house,Girl Just Want to Have Sex
28A00315,185.202,Say Anything,Alternative,Less Cute
F6FFC77B,5.842395909738738,Marshvll,Electronic/Dance,Kiss
94CBB7E1,291.0,Marc B,Techno,Default
196C74DF,287.00734700000004,Gary Primich,Blues,Hoodoo Preacher
46B4C1C2,368.85,Silent Hill,Psy Trance,Colored Light
F1176AF1,1.301,The TV Specials,Pop,Samurai Champloo (MainTheme)
109D7E43,1.1179999999999999,Maria Callas Coro e Orchestra del Teatro alla Scala di Milano & Victor de Sabata,Opera,Tosca Act I: Ah quegli occhi... Quale occhio al mondo
C7280543,1.672,Bill Mack,Pop,When the Sun Goes Down
891DB0FE,112.36283,Oleg Pokhanovski,Classical: Waltz,Sviridov-Pokhanovski Waltz From Snowstorm
6FC15016,3.617,Oub,Hiphop / Rap,Kill Bill
3D2A7D91,0.634,Cantaritos De Oro,Latin Music,Busco un Amor
EA6FF8DE,0.0,Theodoro,Pop: Folky Pop,Basta
777BEA06,7.79705931360491,Be The Wolf,Rock,Stallone
ECAB1384,170.388,Charles PAsi,Conjazz,Good Enough
1FEE2962,25.0,Sam Barsh,Jazz,Plans Change (Reprise)
3101DFB3,9.583,Ellen Jewett,Classical,Violin Partita Op. 36: II. Scherzo
D755DAF6,209.266917,Gabriel Balky,House - Deep,Feelings In The Mirror
ECD0D486,106.86878665307636,Maxi Trusso,Electronic,Taste Of Love
F03CC231,246.25799999999998,Twine,Electronic,Triggered
C564E60E,3.778,Mouthfull Of Bees,Alternative Rock,The Hollow Knight
B2801C22,0.0,Bat For Lashes,Indie,Deep Sea Diver
31685171,9.0,Yipee,Pop: Power Pop,Basketball
85195DCC,258.298776,The Allstar Project,Rock - Progressive,Neighbour of the Beast
3723C155,0.0,Carla's Dreams,Dance,Luna
62BC6FA5,18.175,David Roth,Folk: Modern Folk,Cutter of Stone
CBF13A4D,1.205,The cinema band,Video,Dr Zivago
D6573BC3,79.884,DJ Ruffneck,Dance,Ruffneck Soldiers
99AE66FE,5.744871,Freeda,Rock/Alternative,Replay
8A63A2AC,17.557000000000002,Tony Reznik,Hip-Hop/Rap,Nazi Parents
4BEF9A53,2.0,The Four Barons,Jazz,Medley: In the Good Old Summertime; I Wonder Who's Kissing Her Now
F3157E48,105.0,Larray,Spoken Word,First Place
A70FDA8F,182.0,Friends Will Be Friends,Hardcore,The Story About Me
DD015462,20.03,Steve Lukather,Rock: Album Rock,This Town Is Lost Without You
267D48EC,0.976442,Fabrice Preján et Cercle d' Amis,World,Aubade D'Oiseaux
C3E8AD9A,184.0,Ben Elson,Electronic,Locked Out
7540A99D,231.836735,Paul Banks,Alternative,Young Again
6DD33112,178.232,Los Amigos Invisibles,Rock En Espanol,La Vecina
9DF39669,26.241,Like Elephants,Alternative - New Wave,Holiday
48DA3F47,114.96,Nanomake,Dance & Electronic,Delusion
9703598B,201.06448999999998,Johannes Ockeghem,Classical,Three Voices: XIII. Prenez sur moi
D2B7B6F4,2.0,Val Goldsack & Music Group,Spiritual: Praise & Worship,I Am the Vine
624FDE93,3.943,Sin,Metal: Death Metal Black Gothic...,A Little Rest
6EFB6081,1.5119999999999998,Char-rock,Hip-Hop/Rap,Rapsody
C70FD86D,310.0,Rey & Kjavik,Electronic,Saraswati
A3743953,9.578,The Sure Fire Soul Ensemble feat. Kelly Finnigan,R&B,Impeach the President
6E87F225,208.9,Lu-Ni,Latin,Vamos a La Oscuridad
84523DC4,1.468491,Profiler,Pop,Eras Ti
3967D704,18.969479999999997,Stormev,Rock/Alternative,Ecco the Dolphin
A67B2068,207.386,Taking Dawn,Rock/Alternative,Just a Taste
2D883EBD,8.0,Esther Niko,Pop: Baroque Pop,Pink Elephant
68C90C86,1.76,Ajapai,Electronic: Dubstep,Incoming... VIP
D87F755A,219.05700000000002,TRVLLR,World Music,Enter the Forbidden City
8050A537,206.053878,李健,Pop,就像是在天堂
F571590E,8.57577701187649,SR Fields & Partner,Pop,Orgasm - Female #1
E3E54BEA,0.0,Lotus Style Cult,Easy Listening - Lounge,Samota
1D63D482,13.505,Novaspace,Disco,Come out of Our Darkness
4824A6EC,138.95,Midix,Alternative,Frnxx
8E34F2D4,44.273999999999994,Others,Punk,Garden Of Rage
70B6A771,94.949668,The Dubliners,World Music,Whiskey in the Jar
11BE2D8E,0.1,Nina Zilli,Pop,50mila
1EDAB99B,0.701,Katana,Rock - Hard Rock / Heavy Metal,Wrath of the Emerald Witch
4C09C045,89.402,Gyóntatófülke,Pop,Csepereg Az Eső
91A8801B,228.18200000000002,A Light Divided,Posthardcore,Fear of Heights
2BC520D0,195.709375,Keppel Skies,Electronic,Through The Static
C45A23F2,1.0,Gevorg Serobyan,Caucasian,Par
B8EFC9E4,166.00799999999998,June Nawakii,Electronic,Sceptre
923EFDE6,48.118,Ravi Ramoneda,New Age: Spiritual,Om Tare
62177159,0.1,Astral Meditation,Ambient / New Age - Meditation,Meditación Astral - Neptuno Binaural 3D iDose
DDC26BFF,266.18775,miLú,Pop - German,Lustschmerz
3C321257,4.170382935086587,Thony Ritz,Electronica,What I Am
1DD85BBF,7.625,Eduard Volchek,Easy Listening,Natalie
2F6A1C23,1.2329999999999999,Jasper String Quartet,Classical,String Quartet No. 3 “River”: V. Mouth/Estuary
7F3A1026,94.95200000000001,Black and Yellow,Rap/Hip-Hop,Black and Yellow
277A541F,6.971,Ugo Platana,Dance,Feel the Night
1238FE62,335.0,Edie Carey,Folk: Folk Pop,I Like You (farr's Song)
29E42D52,1.376,The Soundlovers,Dance,Walking
E02F4BA4,1.0,Shubha Mudgal,World Music,Welcoming Ganesh Swagat
31589597,283.81,Arckanum,Metal,In Svarta
DB6751EB,0.22,SFB,Rap,Shutdown
49EBB63,3.162,Chansons Funéraires,World Music,Its My Life (It`s My Life My Worries)
461EC145,138.0,Rich Lane,Dance - House - French,Flesh
661E0FF9,168.54204099999998,Philippe Sarde,Films,THE MANHATTAN PROJECT - Night / Love Theme
FF9921F4,310.778,Fonogeri,Electronic/Dance,Midnight
6F925E47,105.795918,Koopsta Knicca,Hip-Hop/Rap,Talkin'
32339511,1.68,Huss,Alternative,Post Malone Hates Me
135F765B,0.0,Jynx,Metal/Punk: Metalcore,Taker
30E4ABA8,1.459211,TriggerEffect,Rock/Alternative,The Devil Inside
B1DF5088,79.80199999999999,Recode,Dance - Techno,Fabula
70F4EE74,173.0,Frigga,Pop,Creepy
D07E146B,5.6160000000000005,Shawn Hook,Pop,Never Let Me Let You Go
BF37D53E,148.906,Carbon Black,Metal/Punk: 90's Metal,Plastic Art
92FEB215,175.333875,יואל שמש,Pop,חזרתי
4C7E0A16,79.84,Hayley May,Dance,Bittersweet
C24E80B,196.0,Karaoke Kingdom,Miscellaneous - Karaoke,Bullit
8F63F0C6,164.0,Leafs,Hip Hop,Alright
B4423813,104.176,Ensemble Gilles Binchois/Akira Tachikawa/Carlos Mena/Eric Tremolières/Christophe Einhorn/Hervé Lamy/Philippe Balloy/Dominique Vellard,Classical,Requiem: Pater noster
DE749F09,8.736,Bobaflex,Numetal,Rescue You
667F73D2,26.019000000000002,Dodan,Folk,Oğul
994263A2,4.1704353001931125,Operon,Drum & Bass,Inside Man
EB6F4E06,2.0,Disco Funk Karaoke Band,Miscellaneous - Karaoke,Got to Be Real
8D63C93B,253.59237599999997,Edward Brewer,Classical,Pachelbel: Canon in D P.37
7477FF6B,4.0,Ocean Delay,Pop: Delicate,Hold On
C0242002,3.0,Alexandra Streliski,Instrumental,La leçon
1A1B5CBD,229.0,Laolu,Dance,Djougou Yah
58C4BDC9,15.085,Facu Suarez,Dance - House - Progressive,Génesis
CC9DA8FB,0.1,Øyvind Bremnes Compagnie,Rock,Svik
8A0AE71A,0.568,Kenneth James Gibson,Electro/Ambient,Plastic Consequence
113B8A2C,270.99,Fabrizio Pendesini,Dance,One Now School
D70E864B,5.141662378074499,Donjr,Dance - Techno,Mantra
353BEB36,6.648,LoudTech,Electronic,Nigga
F72C5CF4,1.057,LOJA,Electronic,Lost In Istanbul
BA49D729,225.16299999999998,Mozes And The Firstborn,Alternative,Time's A Headache
318243EB,283.12,Ancient Bards,Epicmetal,Light
2EF1055D,9.276,Gerald Fauth & Katrin Scholz,Classical,No. 2 Habanera
9D9B77D3,187.268618,The Big Six,Miscellaneous - Soundtrack - Movie,Twentieth Century Boy
DC018619,8.472000000000001,Donna McKechnie,Soundtrack,Loewe: Be Happy
69BAB44F,3.0709145470085506,Don Lore V.,Dance - House,Rayos del Sol
B7130395,163.954,פרופסור קוף,Hip Hop,Ma Echpat Lee
69236350,0.1,Mikey Murka,Reggae,We Try
8B3E4209,0.0,BLACKPINK,K-Pop,Really
B49E7,3.8663256864343922,Colony House,Indie,3:20
EBDE2B03,217.0,Made famous by Lady Gaga,World Music,Telephone
27B0FD0C,188.447347,Patrick James,Singer/Songwriter,Message
D3442F9E,3.701833,Cameron Thias,Dance,Sans sense
7C170E66,0.0,Shiraz,Electronic/Dance,Gamara
A9DE006E,1.413,Adam Nitti,Jazz: Contemporary Jazz,The Strut
BE990840,0.0,chloe mk,Pop,David Bowie
724618D8,6.577000000000001,Baby Sleep Academy,New Age,Zen Harmony
10F56A2,0.0,Brian McFadden,Pop,Real to Me
5D81792E,47.138999999999996,Gamma-T,Electronic,Climbing the Moon
26C59169,87.0,Kids Choir,Children,The Wheels On The Bus
6B5F821A,113.66799999999999,Helado Negro,Alternative,Mist Universe
35A0BDED,40.0,From Japan & Dinner Music All Stars,New Age,Sexy Sushi Black セクシー
25620E15,196.71900000000002,IV the Polymath,Hip-Hop/Rap: Instrumental Hip-Hop,Elevate
939A338,1.538,Andrew Shepherd,Dance,Enigma
28AA0CCD,221.82,Paulo Sérgio Oliveirahh,Brazilian: Mpb,Baba Nam Kevalam
B3C01D46,0.0,Nick 13,Country,All Alone
19E845B2,15.073,Suzy Solidor,Pop,Nature Boy
A32AE82E,85.0,Amadeo Vives,Jazz,Los Flamencos (Pasadoble de la Flor)
A88AB343,0.88,Gazelle Twin,Electronic,I Feel Blood
937C578A,5.702999999999999,David Starsky,Instrumental,Enjoy the Silence
96A14007,1.714,Jay-Jay Johanson,Indie,Medicine
555BB41B,550.530612,Sagou,Dance - House - Deep,Acid Jazz
C702FEEA,133.0,Jimmy Edgar,Electronica,Burn So Deep
6EE0F562,18.0,Dimzy,Hip Hop/Rap,Latest Edition
867EE580,10.907,Adam Taylor,Soundtracks,He Wants To See You
D713D3C1,2.8560000000000003,Guitar Romantica,Latin: Latin Jazz,Between You and Me
9F386A32,282.772,Copeland,Rock/Alternative,Chiromancer
AABE4B69,188.18599999999998,Renato Bruson/Paul Hudson/Philharmonia Orchestra/James Levine,Classical,Act II: Tosca è un buon falco! (Scarpia Sciarrone)
B1B331D2,1.716,Plastic Boy,Dance,Chocolate Infusion - Classic Bonus Track
C79F6EE9,0.855,The High Level Ranters,Pop - Rock: Folk,Bonnie Woodha
9FD17499,26.385611504354607,The Power Station,Rock,Some Like It Hot
2DA12760,6.454,Upadhyaya Sri Kamakumara Nandhi Maharajaru,World Music,Baahubali Swamiya Manadinda
FFC7B69B,35.0,Anatolian Sessions,Dance & Electronic,Elinari
9E4B5BA3,307.72244900000004,Haushetaere,Electronic,East & West
ADA847C1,199.37400000000002,Post Pines,Electronic,Simma
3668F500,219.0,Mirror Kisses,Electronic: Synthpop,Love On U
F25084E6,3.0,Keith Newell,World,"Can You Feel the Love Tonight (From"" the Lion King"")"
FD799E84,0.0,Justin A. Watson,Folk: Folk-Rock,Barefoot on the Dock
313EFB29,0.1,Vitor Hublot,Pop - Rock: Alternative - Indie,Aller simple
6DC5B4FE,48.077,LVNKY,Electronic,KOUNT DRVCULV
E989A522,2.905,Bright Lights,Rock: Progressive Rock,Endurance
13EEDF04,137.895181,Ave Maria,Instrumental,Ave Maria
4070ECF8,11.0,Vice Tricks,Rock: Psychobilly,Devil Eyes
C6F74275,0.0,Light in Babylon,Dance - Trance - Psytrance / Goa,Gypsy Love
D086DB6D,0.700788,ALEXEYM feat. Missouri Quiet,Rock (Rock / Rockpop),My Reasons to Hate You
B5E06E7C,0.0,Jo Amar,Mizrahit,Halaila Laila
994263A2,3.214169799022843,Armageddon Project,Electronic,Beat Conductor
13E050B1,10.747,Mesto,World: Middle East Contemporary,Shabnam
B9009161,0.0,Spencer Zahn,Electronic,Wayward
43ED22C,3.193338452083333,On Deck,Hip-Hop/Rap: West Coast Rap,West Coast Hip-Hop
88C65D99,36.0,Ibiza Deep House Lounge,House - Progressive House,Fever
C0E4B781,260.048958,8 Bit,Electronic,Crying for a Friend
37699974,205.136066,Ledapple & Ledapple,Rock: Rap-Rock,Time Is Up
F9FFB561,292.269,Vibraphile,Electronic Lounge,Canyon
FBF1B4E,236.59102000000001,LVTHER,Electronic/Dance,One Look (feat. Mammals)
B1DDABD9,90.603,Conquering Lion,Reggae,Code Red
EDA93F35,127.0,Umo Jazz Orchestra,Jazz,Just Kissed My Baby
D99AB226,270.57629199999997,Belial,Rock - Hard Rock / Heavy Metal,In Extremis
4628D98D,0.0,Wolfstone,World Music,Gillies
5C819C30,8.969,Kammerakademie Potsdam,Classical Music: Concerto Recital... (Instrumental),Concerto No. 5 in F Minor BWV 1056: II. Largo
40D69535,218.853875,Jon Hope,Hip Hop/Rap,The Bottle (Still Drinkin')
24BA9E7B,0.156,Ismael Serrano,Pop,Papá Cuéntame Otra Vez
668EA243,13.0,Vincenzo La Scola,Classic - Opera,Temptation
1785085,0.1,Shep & The Limelites,R&B,I'm So Lonley (What Can I Do)
6CAC7442,3.734176,John Stebbe,Jazz: Piano Jazz,Turkish Rondo (Mozart)
FC1E5F41,61.765,Cazal Organism,Electronic,Electric Boogaloo
5503C9A7,65.494,Nash B.C.,Metal,Mortal Bindings
EDBDB31E,0.0,Billie Tasker,Electronic,Nobody to Love
C71944A9,0.0,Rainbow Addict,Dance - House - Progressive,Hide Me from the City Lights
48FC588F,140.85220800000002,Josef Falkensköld,Pop,8 Bit
2E633AC1,49.925,Linn Barnes & Allison Hampton,World: Celtic,Ev Chistr LAOU
CA17331F,2.0,Niv Ast,Techno,Disco Monroe
39CD6D0A,28.854195,Software,Pop,Power Of Galaxy
435600DB,255.712653,Ian Bostridge,Classical,Erlkönig D328 (Goethe)
AACEB1AD,9.886000000000001,Cali Flow 212,Latin Music,Vou-Te Bater
F67A48A5,0.34299999999999997,Mihail Calin,Christian & Gospel,La Golgota
17FC4CB7,5.041,Czaer,Soundtracks,You)
E1B61189,4.228,Dave Biggs,Urban/R&B: Contemporary Urban,When the Music Ends
CAA0918B,10.0,Banda lous papalounes,Miscellaneous: Party Fiesta,La Pitxuri
348EAF14,2.428,Libu,Rock: Instrumental Rock,Guts
A19139CE,300.953,Binary choice,Dance - House - Tech / Minimal,Intro Fuck
1A915B62,267.0,Prana Tones,Dance - Lounge - Chillout,Stronger By Me
DEC24E17,209.0,Ratatat,Electronic,Seventeen Years
5A190F10,254.1453,Noémi Schröder et Les Ricochets,World,Padam
DD2F2C8E,1.51,Rachel Portman,Soundtracks,She's Gone
FF13B04F,6.027,Tankcsapda,Rock - Hard Rock / Heavy Metal,Jönnek A Férgek
C86B29D3,0.0,Finest Club Hits,Dance - Electro - Commercial,DJ Mix
7E3C763B,113.596,Shiva,Hip Hop,Fuoco
6CF0A91,0.0,Rani,World Music,Yesu Pirandhar
82554D47,135.883446,Hello Good Morning Guys,Classical,Piano Concerto No. 17 in G Major K. 453: I. Allegro [Hello Good Morning Guys]
